Date,Exhibition,10.00 - 11.00,11.00 - 12.00,12.00 - 13.00,13.00 - 14.00,14.00 - 15.00,15.00 - 16.00,16.00 - 17.00,17.00 - 20.00,Total
14/03/2006,What Makes You And I Different,0,0,12.5,12.5,1,1,6,6,39
12/03/2006,What Makes You And I Different,0,0,0,0,6,6,9.5,9.5,31
11/03/2006,What Makes You And I Different,0,0,0,0,10.5,10.5,32,58,111
10/03/2006,What Makes You And I Different,0,0,2,2,8,8,10,10,40
09/03/2006,What Makes You And I Different,0,0,9.5,9.5,5,5,9.5,29.5,68
08/03/2006,What Makes You And I Different,0,0,3.5,3.5,5.5,5.5,13.5,13.5,45
07/03/2006,What Makes You And I Different,0,0,0.5,0.5,2.5,2.5,19,27,52
05/03/2006,What Makes You And I Different,0,0,0,0,10,10,35,35,90
04/03/2006,What Makes You And I Different,0,0,0,0,8,8,32,70,118
03/03/2006,What Makes You And I Different,0,0,2,2,10,10,15,15,54
02/03/2006,What Makes You And I Different,0,0,3.5,3.5,0.5,0.5,2,10,20
01/03/2006,What Makes You And I Different,0,0,10.5,10.5,9,9,9.5,9.5,58
28/02/2006,What Makes You And I Different,0,0,14,14,14.5,14.5,19,19,95
26/02/2006,What Makes You And I Different,0,0,0,0,11.5,11.5,36,36,95
25/02/2006,What Makes You And I Different,0,0,0,0,29.5,29.5,19,19,126
24/02/2006,What Makes You And I Different,0,0,2.5,2.5,2.5,2.5,9.5,51.5,71
05/02/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,8.5,8.5,13,13,43
04/02/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,7.5,7.5,17.5,23.5,56
03/02/2006,Eternal Rotation - Maurice Doherty,0,0,0.5,0.5,1.5,1.5,5.5,23.5,33
02/02/2006,Eternal Rotation - Maurice Doherty,0,0,1,1,1,1,2,5,227
01/02/2006,Eternal Rotation - Maurice Doherty,0,0,0.5,0.5,3,3,1.5,3.5,12
31/01/2006,Eternal Rotation - Maurice Doherty,0,0,0.5,0.5,1.5,1.5,0,0,4
29/01/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,4.5,4.5,5.5,5.5,20
28/01/2006,Breathing Space,0,0,0,0,5.5,5.5,14,35,60
28/01/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,4,4,7.5,18.5,34
27/01/2006,Eternal Rotation - Maurice Doherty,0,0,0.5,0.5,10,10,7.5,7.5,36
27/01/2006,Breathing Space,0,0,1.5,1.5,3,3,22,40,71
26/01/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,6,6,6,14,32
26/01/2006,Breathing Space,0,0,2.5,2.5,4,4,2.5,13.5,29
25/01/2006,Eternal Rotation - Maurice Doherty,0,0,1,1,3.5,3.5,2.5,11.5,23
24/01/2006,Eternal Rotation - Maurice Doherty,0,0,4,4,3,3,1.5,21.5,37
22/01/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,5,5,21,21,52
21/01/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,7.5,7.5,12,28,55
20/01/2006,Eternal Rotation - Maurice Doherty,0,0,1.5,1.5,0.5,0.5,2,5,185
19/01/2006,Eternal Rotation - Maurice Doherty,0,0,1,1,2.5,2.5,0,0,7
18/01/2006,Eternal Rotation - Maurice Doherty,0,0,2,2,1,1,3,25,34
17/01/2006,Eternal Rotation - Maurice Doherty,0,0,2.5,2.5,4.5,4.5,1,11,26
15/01/2006,Eternal Rotation - Maurice Doherty,0,0,6.5,6.5,4.5,4.5,10.5,10.5,43
14/01/2006,Eternal Rotation - Maurice Doherty,0,0,0,0,7,7,11.5,26.5,52
13/01/2006,Eternal Rotation - Maurice Doherty,0,0,6,6,3.5,3.5,1,6,26
18/12/2005,Western..er,0,0,0,0,4,4,5,5,18
17/12/2005,Western..er,0,0,0,0,3,3,1.5,1.5,9
16/12/2005,Western..er,0,0,1,1,3,3,4,4,16
15/12/2005,Western..er,0,0,1,1,1,1,1.5,1.5,7
14/12/2005,Western..er,0,0,1,1,2,2,3,3,12
13/12/2005,Western..er,0,0,0.5,0.5,2.5,2.5,0,0,6
11/12/2005,Western..er,0,0,0,0,0.5,0.5,15.5,15.5,32
10/12/2005,Western..er,0,0,0,0,3,3,4.5,4.5,15
09/12/2005,Western..er,0,0,1.5,1.5,1.5,1.5,0,0,0
08/12/2005,Western..er,0,0,0.5,0.5,2,2,2,2,9
07/12/2005,Western..er,0,0,2.5,2.5,0.5,0.5,1.5,1.5,9
06/12/2005,Western..er,0,0,1,1,2.5,2.5,0.5,0.5,8
04/12/2005,Western..er,0,0,0,0,6.5,6.5,11,11,35
03/12/2005,Western..er,0,0,0,0,5.5,5.5,10.5,17.5,39
02/12/2005,Western..er,0,0,1,1,0.5,0.5,2,2,7
01/12/2005,Western..er,0,0,1.5,1.5,6,6,4.5,4.5,24
30/11/2005,Western..er,0,0,4,4,2,2,5.5,5.5,23
27/11/2005,Western..er,0,0,0,0,6.5,6.5,10,10,45
26/11/2005,Western..er,0,0,0,0,4,4,9,9,26
25/11/2005,Western..er,0,0,0.5,0.5,8,8,7,7,31
24/11/2005,Western..er,0,0,3.5,3.5,3.5,3.5,3.5,3.5,21
23/11/2005,Western..er,0,0,4,4,2.5,2.5,3.5,3.5,20
22/11/2005,Western..er,0,0,0.5,0.5,3.5,3.5,5,5,18
20/11/2005,Western..er,0,0,0,0,5,5,7,7,24
19/11/2005,In Between Times,0,0,0,0,10,10,7,7,34
19/11/2005,Western..er,0,0,0,0,3,3,3.5,12.5,22
18/11/2005,In Between Times,0,0,6.5,6.5,13.5,13.5,21.5,36.5,98
18/11/2005,Western..er,0,0,2.5,2.5,2,2,2.5,10.5,22
17/11/2005,In Between Times,0,0,7,7,20.5,20.5,6.5,71.5,133
16/11/2005,In Between Times,0,0,2,2,3,3,5.5,5.5,21
15/11/2005,In Between Times,0,0,1,1,3,3,1.5,1.5,11
13/11/2005,In Between Times,0,0,0,0,21.5,21.5,27,195,121
12/11/2005,In Between Times,0,0,0,0,18.5,18.5,31,248,316
11/11/2005,In Between Times,0,0,3,3,3.5,3.5,9,9,31
10/11/2005,In Between Times,0,0,8.5,8.5,12.5,12.5,10,10,62
09/11/2005,In Between Times,0,0,6.5,6.5,2.5,2.5,6,6,30
08/11/2005,In Between Times,0,0,10,10,11,11,15,15,72
06/11/2005,In Between Times,0,0,0,0,10.5,10.5,23,23,67
05/11/2005,In Between Times,0,0,0,0,16,16,34,34,100
04/11/2005,In Between Times,0,0,18,18,5.5,5.5,13.5,45.5,106
03/11/2005,In Between Times,0,0,4,4,1.5,1.5,3.5,3.5,18
02/11/2005,In Between Times,0,0,7,7,6.5,6.5,9,9,45
01/11/2005,In Between Times,0,0,6,6,3.5,3.5,7,7,33
30/10/2005,In Between Times,0,0,0,0,2.5,2.5,31,31,107
29/10/2005,In Between Times,0,0,0,0,11,11,18.5,30.5,71
28/10/2005,In Between Times,0,0,4,4,11,11,8.5,86.5,125
27/10/2005,In Between Times,0,0,9,9,13,13,8.5,29.5,82
26/10/2005,In Between Times,0,0,5.5,5.5,10,10,19,41,91
25/10/2005,In Between Times,0,0,3.5,3.5,5,5,9,9,35
23/10/2005,In Between Times,0,0,0,0,6.5,6.5,25,25,63
22/10/2005,In Between Times,0,0,7.5,7.5,7.5,7.5,6.5,48.5,85
21/10/2005,In Between Times,0,0,6.5,6.5,9,9,11,39,81
26/09/2005,Barbara Kruger,0,0,0,0,7.5,7.5,9,9,33
25/09/2005,Barbara Kruger,0,0,0,0,31.5,31.5,27.5,27.5,118
24/09/2005,Barbara Kruger,0,0,0,0,11,11,27,27,76
23/09/2005,Barbara Kruger,0,0,4,4,15,15,9,9,56
22/09/2005,Barbara Kruger,0,0,1.5,1.5,3.5,3.5,5.5,5.5,21
21/09/2005,Barbara Kruger,0,0,8.5,8.5,8.5,8.5,14,14,62
20/09/2005,Barbara Kruger,0,0,16,16,41.5,41.5,9,9,133
18/09/2005,Barbara Kruger,0,0,0,0,19,19,28.5,28.5,97
17/09/2005,Barbara Kruger,0,0,0,0,21,21,20.5,22.5,85
16/09/2005,Barbara Kruger,0,0,9,9,15,15,22.5,32.5,103
15/09/2005,Barbara Kruger,0,0,7,7,4,4,8.5,12.5,43
14/09/2005,Barbara Kruger,0,0,4,4,16.5,16.5,21,21,83
13/09/2005,Barbara Kruger,0,0,4.5,4.5,8.5,8.5,25.5,25.5,77
11/09/2005,Barbara Kruger,0,0,0,0,4.5,4.5,22.5,22.5,54
10/09/2005,Barbara Kruger,0,0,1,1,3.5,3.5,14,14,37
09/09/2005,Barbara Kruger,0,0,7.5,7.5,14,14,5.5,5.5,54
08/09/2005,Barbara Kruger,0,0,1.5,1.5,15.5,15.5,7,7,48
07/09/2005,Barbara Kruger,0,0,10,10,4,4,3.5,3.5,35
06/09/2005,Barbara Kruger,0,0,3,3,4.5,4.5,9.5,9.5,34
04/09/2005,Barbara Kruger,0,0,0,0,4.5,4.5,17.5,17.5,44
03/09/2005,Barbara Kruger,0,0,0,0,12,12,35.5,35.5,95
02/09/2005,Barbara Kruger,0,0,2.5,2.5,3.5,3.5,6,12,30
01/09/2005,Barbara Kruger,0,0,6,6,4.5,4.5,14.5,47.5,83
31/08/2005,Barbara Kruger,0,0,13,13,16.5,16.5,17.5,25.5,102
30/08/2005,Barbara Kruger,0,0,2,2,5.5,5.5,6,6,27
28/08/2005,Barbara Kruger,0,0,0,0,12,12,45.5,45.5,115
27/08/2005,Barbara Kruger,0,0,0,0,6.5,6.5,19.5,19.5,52
26/08/2005,Barbara Kruger,0,0,4,4,12.5,12.5,13.5,13.5,60
25/08/2005,Barbara Kruger,0,0,1.5,1.5,7,7,10,10,37
24/08/2005,Barbara Kruger,0,0,0,0,1,1,4,4,10
23/08/2005,Barbara Kruger,0,0,1,1,2.5,2.5,9.5,9.5,26
21/08/2005,Barbara Kruger,0,0,0,0,15,15,31,31,92
20/08/2005,Barbara Kruger,0,0,0,0,15,15,10,10,50
19/08/2005,Barbara Kruger,0,0,17,17,11.5,11.5,15.5,15.5,88
18/08/2005,Barbara Kruger,0,0,3.5,3.5,8,8,13,13,49
17/08/2005,Barbara Kruger,0,0,2.5,2.5,3.5,3.5,10,10,32
16/08/2005,Barbara Kruger,0,0,0.5,0.5,8.5,8.5,3,3,24
14/08/2005,Barbara Kruger,0,0,0,0,5,5,17,17,44
13/08/2005,Barbara Kruger,0,0,0,0,17,17,10,16,60
12/08/2005,Barbara Kruger,0,0,4.5,4.5,8,8,10.5,23.5,59
11/08/2005,Barbara Kruger,0,0,2.5,2.5,6,6,16,16,49
10/08/2005,Barbara Kruger,0,0,4,4,2,2,16,16,44
09/08/2005,Barbara Kruger,0,0,8,8,9,9,13.5,13.5,61
07/08/2005,Barbara Kruger,0,0,0,0,6,6,28,28,68
05/08/2005,Barbara Kruger,0,0,4,4,2,2,2.5,2.5,17
27/06/2005,MFA,0,0,0,0,19.5,19.5,33.5,33.5,106
26/06/2005,MFA,0,0,0,0,30.5,30.5,40,40,141
25/06/2005,MFA,0,0,8.5,8.5,21.5,21.5,33.5,33.5,127
24/06/2005,MFA,0,0,12.5,12.5,10,10,17,17,79
23/06/2005,MFA,0,0,9,9,16,16,41,41,132
22/06/2005,MFA,0,0,13,13,26.5,26.5,10.5,10.5,100
19/06/2005,MFA,0,0,0,0,23.5,23.5,18.5,18.5,84
18/06/2005,MFA,0,0,5,5,24.5,24.5,6,6,71
17/06/2005,MFA,0,0,10,10,25.5,25.5,24,24,119
16/06/2005,MFA,0,0,0,0,9,9,20,20,58
22/05/2005,Jumex,0,0,0,0,33.5,33.5,70,110,247
21/05/2005,Jumex,0,0,10.5,10.5,9.5,9.5,15.5,35.5,91
20/05/2005,Jumex,0,0,4,4,5.5,5.5,17.5,42.5,79
19/05/2005,Jumex,0,0,7.5,7.5,8.5,8.5,22.5,30.5,85
18/05/2005,Jumex,0,0,4.5,4.5,7,7,1.5,1.5,26
15/05/2005,Jumex,0,0,0,0,12.5,12.5,14,35,74
14/05/2005,Jumex,0,0,6,6,13,13,14,25,77
13/05/2005,Jumex,0,0,0,0,2.5,2.5,4,19,28
12/05/2005,Jumex,0,0,3.5,3.5,5,5,6,6,29
11/05/2005,Jumex,0,0,7,7,11.5,11.5,19,24,80
08/05/2005,Jumex,0,0,0,0,15,15,33,67,130
07/05/2005,Jumex,0,0,11.5,11.5,6.5,6.5,12.5,30.5,79
06/05/2005,Jumex,0,0,9.5,9.5,11,11,10,10,61
05/05/2005,Jumex,0,0,8,8,8.5,8.5,16,16,65
04/05/2005,Jumex,0,0,1.5,1.5,4,4,6,6,23
01/05/2005,Jumex,0,0,0,0,20,20,33.5,89.5,163
30/04/2005,Jumex,0,0,6,6,10.5,10.5,23.5,23.5,80
29/04/2005,Jumex,0,0,6,6,5,5,19,78,119
28/04/2005,Jumex,0,0,6,6,5.5,5.5,10,103,136
27/04/2005,Jumex,0,0,9,9,3.5,3.5,21.5,21.5,68
24/04/2005,Jumex,0,0,0,0,43,43,31.5,31.5,149
23/04/2005,Jumex,0,0,6.5,6.5,6,6,11.5,11.5,48
10/04/2005,Belinda Guidi,0,0,3,11,8,0,0,0,0
09/04/2005,Belinda Guidi,0,0,0,6,5,0,0,13,0
08/04/2005,Belinda Guidi,0,4,2,3,5,3,2,0,0
07/04/2005,Belinda Guidi,0,3,7,4,4,4,2,0,0
06/04/2005,Belinda Guidi,4,2,6,1,4,2,3,0,0
05/04/2005,Belinda Guidi,0,3,2,5,4,2,4,0,0
03/04/2005,Belinda Guidi,0,0,6,18,4,7,0,0,0
02/04/2005,Belinda Guidi,0,0,8,17,8,8,7,0,0
01/04/2005,Belinda Guidi,3,2,3,6,6,4,1,0,0
31/03/2005,Belinda Guidi,0,2,3,3,5,2,0,0,0
30/03/2005,Belinda Guidi,3,0,0,4,8,10,0,0,0
29/03/2005,Belinda Guidi,2,1,2,2,7,3,6,0,0
27/03/2005,Belinda Guidi,0,0,12,10,8,11,6,0,0
26/03/2005,Belinda Guidi,0,0,16,8,11,2,10,0,0
25/03/2005,Belinda Guidi,4,8,3,0,12,4,0,0,0
24/03/2005,Belinda Guidi,9,4,1,0,0,0,3,8,0
23/03/2005,Belinda Guidi,1,3,4,6,9,12,13,4,0
22/03/2005,Belinda Guidi,3,5,6,4,0,3,2,0,0
20/03/2005,Belinda Guidi,0,0,5,6,4,1,1,0,0
19/03/2005,Belinda Guidi,0,0,10,8,11,16,6,1,0
18/03/2005,Belinda Guidi,4,0,1,0,1,4,3,0,0
13/03/2005,,0,0,8,20,14,18,13,0,0
12/03/2005,,0,0,10,23,15,11,0,0,
11/03/2005,,0,6,8,11,2,5,6,0,0
10/03/2005,,0,3,4,4,0,4,6,50,0
09/03/2005,,0,1,5,5,4,9,9,16,0
06/03/2005,,0,0,16,4,27,29,23,0,0
05/03/2005,,0,0,7,16,10,23,12,33,0
04/03/2005,,19,19,5,8,11,9,5,24,0
03/03/2005,,1,1,2,2,12,6,2,17,0
02/03/2005,,0,12,5,6,10,3,4,9,0
01/03/2005,,0,4,10,2,7,17,23,0,0
27/02/2005,,0,0,28,11,12,11,14,0,0
26/02/2005,,4,16,22,13,11,12,24,2,0
25/02/2005,,2,5,8,11,12,18,1,12,0
24/02/2005,,5,15,9,7,5,4,7,0,0
23/02/2005,,2,6,3,8,5,2,3,21,0
22/02/2005,,3,7,11,2,18,6,12,0,0
20/02/2005,,0,0,11,14,14,14,7,0,
19/02/2005,,0,0,16,18,22,16,6,0,78
18/02/2005,,8,7,6,9,7,12,4,0,53
17/02/2005,,7,1,2,2,3,19,2,0,36
16/02/2005,,3,14,7,6,8,13,3,0,54
15/02/2005,,2,1,10,9,9,27,1,0,59
13/02/2005,,0,0,17,19,10,11,14,0,71
12/02/2005,,0,5,4,8,26,17,5,0,65
11/02/2005,Fagan,0,17,12,10,4,8,8,0,59
06/02/2005,Moreland,0,0,0,0,6,6,13.5,13.5,39
05/02/2005,Moreland,0,0,0,0,15.5,15.5,7.5,7.5,46
04/02/2005,Moreland,0,0,1,1,1.5,1.5,1,1,7
03/02/2005,Moreland,0,0,1.5,1.5,7.5,7.5,3,3,24
02/02/2005,Moreland,0,0,1,1,4.5,4.5,3.5,3.5,18
01/02/2005,Moreland,0,0,2.5,2.5,5.5,5.5,3,3,22
30/01/2005,Moreland,0,0,0,0,5,5,17.5,17.5,45
29/01/2005,Moreland,0,0,6,6,6,6,8,8,40
28/01/2005,Moreland,0,0,0,0,2,2,4,4,12
27/01/2005,Moreland,0,0,6.5,6.5,1.5,1.5,2,2,157
26/01/2005,Moreland,0,0,2.5,2.5,0.5,0.5,0.5,0.5,7
25/01/2005,Moreland,0,0,2.5,2.5,3.5,3.5,6.5,6.5,25
23/01/2005,Flower of West,0,0,13.5,13.5,15,15,19.5,19.5,96
23/01/2005,Moreland,0,0,10,10,14,14,16,16,80
22/01/2005,Flower of West,0,0,7,7,28,28,34.5,34.5,139
22/01/2005,Moreland,0,0,5.5,5.5,5.5,5.5,17,17,56
21/01/2005,Flower of West,0,0,5.5,5.5,8.5,8.5,9.5,33.5,71
21/01/2005,Moreland,0,0,0,0,0,0,0,0,0
20/01/2005,Flower of West,0,0,3.5,3.5,7,7,32,32,85
20/01/2005,Moreland,0,0,0,0,2,2,3.5,3.5,11
19/01/2005,Flower of West,0,0,5.5,5.5,6,6,5.5,5.5,34
19/01/2005,Moreland,0,0,3,3,6,6,3.5,3.5,39
18/01/2005,Flower of West,0,0,6,6,4,4,5,5,30
18/01/2005,Moreland,0,0,2.5,2.5,0,0,0.5,0.5,6
16/01/2005,Flower of West,0,0,0,0,13,13,15,40,81
16/01/2005,Moreland,0,0,0,0,8,8,16,33,65
15/01/2005,Flower of West,0,0,16,16,23.5,23.5,20.5,30.5,130
15/01/2005,Moreland,0,0,10,10,23.5,23.5,20,40,127
14/01/2005,Flower of West,0,0,8,8,9.5,9.5,3.5,31.5,70
14/01/2005,Moreland,0,0,6,6,1,1,4,17,35
12/12/2004,Dupattas,0,0,0,0,6,6,11.5,25.5,49
12/12/2004,Kiuru,0,0,0,0,5,5,9.5,19.5,39
11/12/2004,Kiuru,0,0,2.5,2.5,1,1,2,2,11
11/12/2004,Dupattas,0,0,2.5,2.5,1,1,2,2,11
10/12/2004,Kiuru,0,0,1,1,2.5,2.5,2,2,11
10/12/2004,Dupattas,0,0,1,1,1.5,1.5,2,2,9
09/12/2004,Dupattas,0,0,0.5,0.5,0,0,0,0,1
09/12/2004,Kiuru,0,0,0.5,0.5,0,0,0,0,1
08/12/2004,Dupattas,0,0,1.5,1.5,1,1,0,0,5
08/12/2004,Kiuru,0,0,1.5,1.5,0,0,0.5,0.5,4
07/12/2004,Dupattas,0,0,0.5,0.5,8,8,1,1,19
07/12/2004,Kiuru,0,0,0,0,7,7,1,1,16
05/12/2004,Dupattas,0,0,0,0,4.5,4.5,4,4,17
05/12/2004,Kiuru,0,0,0,0,2,2,9,9,22
04/12/2004,Kiuru,0,0,0,0,0.5,0.5,0.5,5.5,7
04/12/2004,Dupattas,0,0,0.5,0.5,0,0,2,21,24
03/12/2004,Dupattas,0,0,0.5,0.5,3.5,3.5,4,4,16
03/12/2004,Kiuru,0,0,0.5,0.5,2.5,2.5,2,2,10
02/12/2004,Dupattas,0,0,4.5,4.5,2.5,2.5,1,2,17
02/12/2004,Kiuru,0,0,3.5,3.5,2.5,2.5,1,2,15
01/12/2004,Dupattas,0,0,3,3,1,1,1.5,10.5,20
01/12/2004,Kiuru,0,0,2.5,2.5,1,1,1.5,10.5,19
30/11/2004,Dupattas,0,0,8.5,8.5,2,2,2,2,25
30/11/2004,Kiuru,0,0,0,0,2,2,2.5,2.5,9
28/11/2004,Dupattas,0,0,0,0,8.5,8.5,12,15,44
28/11/2004,Kiuru,0,0,0,0,6,6,12,15,39
27/11/2004,Dupattas,0,0,3,3,6.5,6.5,8,8,35
27/11/2004,Kiuru,0,0,0,0,6.5,6.5,8,8,29
26/11/2004,Dupattas,0,0,1,1,2,2,4,5,15
26/11/2004,Kiuru,0,0,0.5,0.5,0,0,2,2,5
31/10/2004,Trockel,0,0,0,0,7,7,18,29,61
30/10/2004,Trockel,0,0,15,15,12.5,12.5,19,40,114
29/10/2004,Trockel,0,0,4,4,6,6,13,27,60
28/10/2004,Trockel,0,0,7.5,7.5,11.5,11.5,10,19,67
27/10/2004,Trockel,0,0,5.5,5.5,2.5,2.5,9.5,9.5,35
26/10/2004,Trockel,0,0,11,11,17.5,17.5,18.5,18.5,94
24/10/2004,Trockel,0,0,0,0,12,12,20,27,71
23/10/2004,Trockel,0,0,17,17,37.5,37.5,63,133,305
22/10/2004,Trockel,0,0,37.5,37.5,8,8,23.5,88.5,177
21/10/2004,Trockel,0,0,7,7,15,15,9.5,9.5,63
20/10/2004,Trockel,0,0,4,4,11,11,17,17,64
19/10/2004,Trockel,0,0,6,6,6,6,12,12,48
17/10/2004,Trockel,0,0,0,0,18.5,18.5,35,53,125
16/10/2004,Trockel,0,0,4,4,17,17,29.5,39.5,111
15/10/2004,Trockel,0,0,2,2,4,4,9,29,50
14/10/2004,Trockel,0,0,13,13,8.5,8.5,10.5,10.5,64
13/10/2004,Trockel,0,0,7.5,7.5,7,7,32.5,57.5,119
12/10/2004,Trockel,0,0,4,4,23.5,23.5,21.5,21.5,98
10/10/2004,Trockel,0,0,0,0,6,6,30.5,32.5,115
10/10/2004,Royal Slab,0,0,0,0,5,5,21,21,52
09/10/2004,Trockel,0,0,18,18,21.5,21.5,19.5,19.5,118
09/10/2004,Royal Slab,0,0,2.5,2.5,3,3,8.5,8.5,28
08/10/2004,Trockel,0,0,5.5,5.5,24,24,13,13,85
08/10/2004,Royal Slab,0,0,2.5,2.5,12,12,5,5,39
07/10/2004,Trockel,0,0,5.5,5.5,9.5,9.5,30.5,30.5,91
07/10/2004,Royal Slab,0,0,4,4,5.5,5.5,7,7,33
06/10/2004,Royal Slab,0,0,6,6,3,3,5.5,5.5,29
06/10/2004,Trockel,0,0,15.5,15.5,2,2,32.5,44.5,112
05/10/2004,Trockel,0,0,18,18,21.5,21.5,13.5,13.5,106
05/10/2004,Royal Slab,0,0,5,5,4.5,4.5,4.5,4.5,28
03/10/2004,Trockel,0,0,0,0,21,21,53.5,53.5,149
03/10/2004,Royal Slab,0,0,0,0,3,3,18.5,18.5,43
02/10/2004,Trockel,0,0,13.5,13.5,21,21,22,22,113
02/10/2004,Royal Slab,0,0,6,6,7.5,7.5,3,3,33
01/10/2004,Trockel,0,0,25.5,25.5,9,9,6,6,81
01/10/2004,Royal Slab,0,0,14,14,2.5,2.5,2.5,2.5,38
30/09/2004,Trockel,0,0,3.5,3.5,8.5,8.5,10,10,44
30/09/2004,Royal Slab,0,0,1,1,3,3,1,1,10
29/09/2004,Trockel,0,0,6,6,4,4,6.5,6.5,33
29/09/2004,Royal Slab,0,0,3.5,3.5,3,3,1,1,15
28/09/2004,Royal Slab,0,0,7.5,7.5,10,10,8.5,8.5,52
28/09/2004,Trockel,0,0,7.5,7.5,10,10,7.5,7.5,50
26/09/2004,Trockel,0,0,0,0,15,15,7.5,7.5,45
26/09/2004,Royal Slab,0,0,0,0,6,6,5,5,22
25/09/2004,Trockel,0,0,3,3,16,16,19.5,19.5,77
25/09/2004,Royal Slab,0,0,2,2,5.5,5.5,9,9,33
24/09/2004,Trockel,0,0,18.5,18.5,28.5,28.5,45,45,184
24/09/2004,Royal Slab,0,0,8,8,19.5,19.5,9,9,73
27/06/2004,MFA,0,0,34,34,40,40,15.5,15.5,78
26/06/2004,MFA,0,0,28,28,21.5,21.5,13.5,18.5,131
25/06/2004,MFA,0,0,6.5,6.5,17.5,17.5,19.5,30.5,98
24/06/2004,MFA,0,0,25.5,25.5,17,17,11.5,33.5,130
23/06/2004,MFA,0,0,17,17,5.5,5.5,8.5,29.5,83
20/06/2004,MFA,0,0,17.5,17.5,10.5,10.5,32,32,120
19/06/2004,MFA,0,0,31,31,25,25,25,59,196
18/06/2004,MFA,0,0,17,17,9.5,9.5,11,70,134
17/06/2004,MFA,0,0,12,12,13,13,18,61,129
30/05/2004,Big Mouth,0,0,7,7,5,5,21.5,21.5,67
29/05/2004,Big Mouth,0,0,16,16,20.5,20.5,10,45,128
28/05/2004,Big Mouth,0,0,25,25,17.5,17.5,31.5,81.5,198
27/05/2004,Big Mouth,0,0,5,5,5.5,5.5,6.5,21.5,49
26/05/2004,Big Mouth,0,0,6,6,10,10,7,17,56
25/05/2004,Big Mouth,0,0,4.5,4.5,6.5,6.5,4,15,41
23/05/2004,Big Mouth,0,0,6,6,14.5,14.5,9.5,9.5,60
22/05/2004,Big Mouth,0,0,8,8,20,20,19.5,38.5,114
21/05/2004,Big Mouth,0,0,26,26,7.5,7.5,5.5,32.5,105
20/05/2004,Big Mouth,0,0,1.5,1.5,7.5,7.5,9,15,42
19/05/2004,Big Mouth,0,0,5,5,6,6,3,6,31
18/05/2004,Big Mouth,0,0,11.5,11.5,4,4,3.5,11.5,46
16/05/2004,Big Mouth,0,0,4,4,11.5,11.5,8.5,8.5,48
15/05/2004,Big Mouth,0,0,6,6,15.5,15.5,8,28,79
14/05/2004,Big Mouth,0,0,6.5,6.5,7,7,7,33,67
13/05/2004,Big Mouth,0,0,3,3,5.5,5.5,5,12,34
12/05/2004,Big Mouth,0,0,3,3,6,6,8,15,41
11/05/2004,Big Mouth,0,0,1.5,1.5,5.5,5.5,3.5,15.5,33
09/05/2004,Big Mouth,0,0,7.5,7.5,10,10,10,10,55
08/05/2004,Big Mouth,0,0,21,21,29,29,20.5,25.5,146
07/05/2004,Big Mouth,0,0,3,3,4.5,4.5,4.5,24.5,44
06/05/2004,Big Mouth,0,0,4,4,5,5,3,5,26
05/05/2004,Big Mouth,0,0,3,3,10.5,10.5,15,25,67
04/05/2004,Big Mouth,0,0,7.5,7.5,2,2,3.5,8.5,31
02/05/2004,Big Mouth,0,0,8,8,5,5,2,2,30
01/05/2004,Big Mouth,0,0,3,3,5,5,3,3,22
30/04/2004,Big Mouth,0,0,2,2,3,3,3,3,16
29/04/2004,Big Mouth,0,0,5.5,5.5,5,5,2.5,2.5,26
28/04/2004,Big Mouth,0,0,8,8,19,19,3.5,3.5,61
27/04/2004,Big Mouth,0,0,4,4,3,3,2.5,10.5,27
25/04/2004,Big Mouth,0,0,18.5,18.5,19,19,11.5,11.5,98
24/04/2004,Big Mouth,0,0,9,9,9,9,5,13,54
23/04/2004,Big Mouth,0,0,6.5,6.5,2.5,2.5,2.5,5.5,26
22/04/2004,Big Mouth,0,0,3,3,4.5,4.5,1.5,10.5,27
21/04/2004,Big Mouth,0,0,16.5,16.5,8,8,1,6,56
20/04/2004,Big Mouth,0,0,2.5,2.5,8.5,8.5,5,16,43
18/04/2004,Big Mouth,0,0,2.5,2.5,30,30,7,7,79
17/04/2004,Big Mouth,0,0,20,20,10,10,10,15,85
16/04/2004,Big Mouth,0,0,15,15,34,34,6.5,9.5,114
19/10/2003,Bonvicini Evans,0,0,5,5,13,13,6,6,48
18/10/2003,Bonvicini Evans,0,0,23.5,23.5,19,19,8,68,161
17/10/2003,Bonvicini Evans,0,0,33,33,14.5,14.5,18,68,181
16/10/2003,Bonvicini Evans,0,0,38.5,38.5,10,10,6.5,10.5,114
15/10/2003,Bonvicini Evans,0,0,13,13,19,19,12.5,38.5,115
14/10/2003,Bonvicini Evans,0,0,6,6,5.5,5.5,4.5,12.5,40
12/10/2003,Bonvicini Evans,0,0,6.5,6.5,14,14,9.5,9.5,60
11/10/2003,Bonvicini Evans,0,0,17,17,12.5,12.5,15,33,107
10/10/2003,Bonvicini Evans,0,0,3.5,3.5,8,8,4,24,51
09/10/2003,Bonvicini Evans,0,0,22.5,22.5,7,7,6,25,90
