Date,Exhibition,10.00 - 11.00,11.00 - 12.00,12.00 - 13.00,13.00 - 14.00,14.00 - 15.00,15.00 - 16.00,16.00 - 17.00,17.00 - 20.00,Total
01/03/2012,Matt Darbyshire,0,0,0,3,7,3,4,3,20
29/02/2012,Matt Darbyshire,0,0,5,2,8,2,2,0,19
28/02/2012,Matt Darbyshire,0,0,8,5,0,6,5,0,24
26/02/2012,Gordon Schmidt,0,0,9,6,12,22,14,4,67
26/02/2012,Matt Darbyshire,0,0,13,11,15,15,31,14,99
25/02/2012,Gordon Schmidt,0,0,6,4,2,9,0,4,25
25/02/2012,Matt Darbyshire,0,0,11,13,17,5,23,7,76
24/02/2012,Matt Darbyshire,0,0,7,7,7,11,0,0,32
24/02/2012,Gordon Schmidt,0,0,1,1,7,2,1,0,12
23/02/2012,Matt Darbyshire,0,0,5,5,6,8,7,0,31
23/02/2012,Gordon Schmidt,0,0,1,3,2,3,4,0,13
22/02/2012,Matt Darbyshire,0,0,4,8,4,1,3,0,20
22/02/2012,Gordon Schmidt,0,0,4,3,0,0,4,0,11
21/02/2012,Matt Darbyshire,0,0,7,2,7,4,2,0,22
21/02/2012,Gordon Schmidt,0,0,4,2,3,1,1,0,11
19/02/2012,Matt Darbyshire,0,0,21,10,13,20,4,2,70
19/02/2012,Gordon Schmidt,0,0,15,3,10,17,5,3,53
18/02/2012,Matt Darbyshire,0,0,5,20,41,20,23,4,113
18/02/2012,Gordon Schmidt,0,0,2,1,18,11,7,3,42
17/02/2012,Matt Darbyshire,0,0,7,13,7,10,9,0,46
17/02/2012,Gordon Schmidt,0,0,2,3,0,1,5,0,11
16/02/2012,Matt Darbyshire,0,0,13,2,6,15,6,0,42
16/02/2012,Gordon Schmidt,0,0,2,0,5,11,2,0,20
15/02/2012,Matt Darbyshire,0,0,14,1,15,9,3,0,42
15/02/2012,Gordon Schmidt,0,0,5,1,1,9,5,0,21
14/02/2012,Matt Darbyshire,0,0,6,9,13,4,6,0,38
14/02/2012,Gordon Schmidt,0,0,2,1,6,0,3,0,12
12/02/2012,Matt Darbyshire,0,0,9,12,17,22,20,2,82
12/02/2012,Gordon Schmidt,0,0,1,5,15,17,9,0,47
11/02/2012,Matt Darbyshire,0,0,10,12,30,28,18,11,109
11/02/2012,Gordon Schmidt,0,0,3,4,21,10,7,0,45
10/02/2012,Matt Darbyshire,0,0,3,7,6,4,2,0,22
10/02/2012,Gordon Schmidt,0,0,1,5,4,4,6,0,20
09/02/2012,Matt Darbyshire,0,0,21,3,2,6,1,0,33
09/02/2012,Gordon Schmidt,0,0,12,1,1,4,1,0,19
08/02/2012,Gordon Schmidt,0,0,0,1,2,2,2,0,7
08/02/2012,Matt Darbyshire,0,0,1,3,4,1,2,0,11
07/02/2012,Matt Darbyshire,0,0,5,6,3,12,4,0,30
07/02/2012,Gordon Schmidt,0,0,3,4,4,4,1,0,16
05/02/2012,Matt Darbyshire,0,0,12,23,27,26,16,3,107
05/02/2012,Gordon Schmidt,0,0,5,10,8,5,5,4,37
04/02/2012,Matt Darbyshire,0,0,18,13,23,12,20,5,91
04/02/2012,Gordon Schmidt,0,0,9,7,11,4,9,0,40
03/02/2012,Gordon Schmidt,0,0,0,0,4,10,4,0,18
03/02/2012,Matt Darbyshire,0,0,2,2,11,7,2,0,24
02/02/2012,Matt Darbyshire,0,0,7,15,9,12,2,0,45
02/02/2012,Gordon Schmidt,0,0,2,1,8,3,3,0,17
01/02/2012,Matt Darbyshire,0,0,3,9,4,5,0,0,21
01/02/2012,Gordon Schmidt,0,0,2,3,0,2,1,0,8
31/01/2012,Matt Darbyshire,0,0,1,8,19,14,11,0,53
31/01/2012,Gordon Schmidt,0,0,0,4,7,4,3,0,18
29/01/2012,Matt Darbyshire,0,0,21,22,8,35,9,0,95
29/01/2012,Gordon Schmidt,0,0,4,13,10,9,6,0,42
28/01/2012,Matt Darbyshire,0,0,41,18,20,22,8,6,115
28/01/2012,Gordon Schmidt,0,0,18,7,17,8,6,2,58
27/01/2012,Matt Darbyshire,0,0,16,12,19,6,9,0,62
27/01/2012,Gordon Schmidt,0,0,8,5,14,1,10,0,38
04/12/2011,Elad Lassry Untitled (Ghost),0,0,1,2,2,3,4,4,16
03/12/2011,Elad Lassry Untitled (Ghost),0,0,5,7,6,9,5,0,32
02/12/2011,Elad Lassry Untitled (Ghost),0,0,0,2,2,5,2,0,11
01/12/2011,Elad Lassry Untitled (Ghost),0,0,0,0,8,4,2,0,14
30/11/2011,Elad Lassry Untitled (Ghost),0,0,0,0,0,0,0,0,0
29/11/2011,Elad Lassry Untitled (Ghost),0,0,0,1,0,1,3,0,5
27/11/2011,Elad Lassry Untitled (Ghost),0,0,0,5,9,5,10,2,31
26/11/2011,Elad Lassry Untitled (Ghost),0,0,17,3,2,5,3,0,30
25/11/2011,Elad Lassry Untitled (Ghost),0,0,2,22,3,1,0,0,28
24/11/2011,Elad Lassry Untitled (Ghost),0,0,5,9,1,2,8,0,25
23/11/2011,Elad Lassry Untitled (Ghost),0,0,0,0,2,3,2,0,7
22/11/2011,Elad Lassry Untitled (Ghost),0,0,7,7,1,0,0,0,15
20/11/2011,Elad Lassry Untitled (Ghost),0,0,4,5,4,16,0,0,29
19/11/2011,Elad Lassry Untitled (Ghost),0,0,6,14,2,7,10,2,41
18/11/2011,Elad Lassry Untitled (Ghost),0,0,2,2,0,16,5,0,25
17/11/2011,Elad Lassry Untitled (Ghost),0,0,3,5,12,6,4,0,30
16/11/2011,Elad Lassry Untitled (Ghost),0,0,2,4,1,1,2,0,10
15/11/2011,Elad Lassry Untitled (Ghost),0,0,0,3,0,1,8,0,12
13/11/2011,Elad Lassry Untitled (Ghost),0,0,4,4,4,6,1,0,19
12/11/2011,Elad Lassry Untitled (Ghost),0,0,4,9,4,20,13,5,55
11/11/2011,Elad Lassry Untitled (Ghost),0,0,3,8,4,4,3,0,22
10/11/2011,Elad Lassry Untitled (Ghost),0,0,0,2,1,6,0,0,9
09/11/2011,Elad Lassry Untitled (Ghost),0,0,3,4,2,2,2,0,13
08/11/2011,Elad Lassry Untitled (Ghost),0,0,6,7,9,3,3,0,28
06/11/2011,Elad Lassry Untitled (Ghost),0,0,15,8,26,31,23,16,119
05/11/2011,Elad Lassry Untitled (Ghost),0,0,14,20,9,10,16,18,87
04/11/2011,Elad Lassry Untitled (Ghost),0,0,11,5,9,8,11,0,44
03/11/2011,Elad Lassry Untitled (Ghost),0,0,17,2,10,2,5,0,36
02/11/2011,Elad Lassry Untitled (Ghost),0,0,3,1,3,0,6,0,13
01/11/2011,Elad Lassry Untitled (Ghost),0,0,0,0,3,0,0,0,3
30/10/2011,Elad Lassry Untitled (Ghost),0,0,12,35,78,16,17,0,158
29/10/2011,Elad Lassry Untitled (Ghost),0,0,14,3,20,0,11,15,63
28/10/2011,Elad Lassry Untitled (Ghost),0,0,1,4,7,2,3,0,17
27/10/2011,Elad Lassry Untitled (Ghost),0,0,4,7,3,0,1,0,15
26/10/2011,Elad Lassry Untitled (Ghost),0,0,0,2,6,0,1,0,9
25/10/2011,Elad Lassry Untitled (Ghost),0,0,1,0,13,4,1,0,19
23/10/2011,Elad Lassry Untitled (Ghost),0,0,0,6,15,3,7,3,34
22/10/2011,Elad Lassry Untitled (Ghost),0,0,3,7,19,13,11,14,67
02/10/2011,Graham Fagen - Missing,0,0,7,13,4,10,8,2,44
01/10/2011,Graham Fagen - Missing,0,0,14,18,24,12,52,43,163
30/09/2011,Graham Fagen - Missing,0,0,10,2,3,3,6,32,56
29/09/2011,Graham Fagen - Missing,0,0,1,1,5,4,2,35,48
28/09/2011,Graham Fagen - Missing,0,0,2,5,3,4,4,50,68
27/09/2011,Graham Fagen - Missing,0,0,3,6,4,8,5,58,84
25/09/2011,Graham Fagen - Missing,0,0,4,6,5,11,6,2,34
24/09/2011,Graham Fagen - Missing,0,0,6,4,15,2,11,61,99
23/09/2011,Graham Fagen - Missing,0,0,3,2,5,2,2,30,44
22/09/2011,Graham Fagen - Missing,0,0,0,1,2,4,0,53,60
21/09/2011,Graham Fagen - Missing,0,0,0,0,2,0,2,38,42
20/09/2011,Graham Fagen - Missing,0,0,2,7,3,1,7,36,56
18/09/2011,Graham Fagen - Missing,0,0,2,19,13,19,14,0,67
17/09/2011,Graham Fagen - Missing,0,0,19,36,28,25,21,87,216
16/09/2011,Graham Fagen - Missing,0,0,5,4,5,2,2,58,76
15/09/2011,Graham Fagen - Missing,0,0,5,2,2,0,4,46,59
14/09/2011,Graham Fagen - Missing,0,0,0,8,4,2,8,7,29
21/08/2011,British Art Show,0,0,4,6,16,15,13,0,54
21/08/2011,British Art Show,0,7,3,21,38,14,20,0,103
20/08/2011,British Art Show,0,7,12,20,46,37,29,0,151
20/08/2011,British Art Show,0,4,7,21,20,26,19,0,97
19/08/2011,British Art Show,0,3,12,9,15,7,9,0,55
19/08/2011,British Art Show,0,3,5,11,14,2,3,0,38
18/08/2011,British Art Show,0,4,10,24,16,20,7,0,81
18/08/2011,British Art Show,0,7,4,7,8,15,0,0,41
17/08/2011,British Art Show,0,5,9,7,2,4,10,0,37
17/08/2011,British Art Show,0,3,5,2,4,1,0,0,15
16/08/2011,British Art Show,0,6,11,16,13,17,22,0,85
16/08/2011,British Art Show,0,3,6,4,4,12,0,0,29
14/08/2011,British Art Show,0,1,10,21,16,22,7,0,77
14/08/2011,British Art Show,0,1,7,6,13,17,4,0,48
13/08/2011,British Art Show,0,12,20,18,1,17,35,0,103
13/08/2011,British Art Show,0,8,9,26,11,0,0,0,54
12/08/2011,British Art Show,0,9,3,22,11,6,0,0,51
12/08/2011,British Art Show,0,3,5,24,10,3,6,0,51
11/08/2011,British Art Show,0,8,8,7,17,12,11,0,63
11/08/2011,British Art Show,0,7,8,15,21,8,7,0,66
10/08/2011,British Art Show,0,2,4,3,9,14,7,0,39
10/08/2011,British Art Show,0,3,4,5,4,6,5,0,27
09/08/2011,British Art Show,0,19,18,11,12,34,15,0,109
09/08/2011,British Art Show,0,2,10,5,4,20,12,0,53
07/08/2011,British Art Show,0,71,44,75,70,65,43,0,368
07/08/2011,British Art Show,0,43,15,53,39,37,15,0,202
06/08/2011,British Art Show,0,0,0,5,19,23,6,0,53
06/08/2011,British Art Show,0,6,7,10,16,19,13,0,71
05/08/2011,British Art Show,0,3,2,11,14,25,38,0,93
05/08/2011,British Art Show,0,4,1,3,5,6,4,0,23
04/08/2011,British Art Show,0,12,7,15,9,9,10,0,62
04/08/2011,British Art Show,0,7,9,6,2,9,1,0,34
03/08/2011,British Art Show,0,10,7,11,15,12,13,0,68
03/08/2011,British Art Show,0,13,9,15,14,9,6,0,66
02/08/2011,British Art Show,0,5,6,4,17,15,2,0,49
02/08/2011,British Art Show,0,8,10,11,28,12,5,0,74
31/07/2011,British Art Show,0,4,15,10,12,33,16,0,90
31/07/2011,British Art Show,0,8,11,8,14,8,6,0,55
30/07/2011,British Art Show,0,5,21,40,57,35,20,0,178
30/07/2011,British Art Show,0,2,5,20,9,16,13,0,65
29/07/2011,British Art Show,0,4,7,12,31,15,6,0,75
29/07/2011,British Art Show,0,2,6,10,4,13,13,0,48
28/07/2011,British Art Show,0,14,11,16,14,24,8,0,87
28/07/2011,British Art Show,0,9,15,12,10,7,6,0,59
27/07/2011,British Art Show,0,3,9,8,12,16,6,0,54
27/07/2011,British Art Show,0,0,7,6,9,9,5,0,36
26/07/2011,British Art Show,0,9,12,25,9,12,16,0,83
26/07/2011,British Art Show,0,13,9,2,6,8,10,0,48
24/07/2011,British Art Show,0,3,1,12,10,25,6,0,57
24/07/2011,British Art Show,0,5,3,16,19,13,9,0,65
23/07/2011,British Art Show,0,11,5,14,30,23,9,0,92
23/07/2011,British Art Show,0,4,5,8,17,9,11,0,54
22/07/2011,British Art Show,0,4,0,8,10,17,2,0,41
22/07/2011,British Art Show,0,4,4,7,6,8,7,0,36
21/07/2011,British Art Show,0,13,15,4,7,14,20,0,73
21/07/2011,British Art Show,0,9,5,4,5,6,12,0,41
20/07/2011,British Art Show,0,12,12,10,17,10,9,0,70
20/07/2011,British Art Show,0,6,7,1,8,10,8,12,52
19/07/2011,British Art Show,0,24,18,9,24,15,18,0,108
19/07/2011,British Art Show,0,9,10,15,16,11,16,0,77
17/07/2011,British Art Show,0,7,12,28,19,20,12,0,98
17/07/2011,British Art Show,0,1,9,3,18,15,8,0,54
16/07/2011,British Art Show,0,10,22,26,29,33,21,14,155
16/07/2011,British Art Show,0,17,15,10,29,17,18,0,106
15/07/2011,British Art Show,0,1,3,6,9,14,11,0,44
15/07/2011,British Art Show,0,3,11,8,6,12,2,0,42
14/07/2011,British Art Show,0,12,21,7,11,22,10,0,83
14/07/2011,British Art Show,0,0,17,6,13,19,3,0,58
13/07/2011,British Art Show,0,7,3,11,18,8,3,0,50
13/07/2011,British Art Show,0,7,3,0,12,4,6,0,32
12/07/2011,British Art Show,0,7,9,4,6,19,3,0,48
12/07/2011,British Art Show,0,7,13,7,20,18,19,0,84
10/07/2011,British Art Show,0,2,11,10,35,17,6,0,81
10/07/2011,British Art Show,0,2,7,8,14,12,14,0,57
09/07/2011,British Art Show,0,15,19,13,10,16,0,0,73
09/07/2011,British Art Show,0,9,4,8,11,9,12,0,53
08/07/2011,British Art Show,0,3,18,18,13,18,8,0,78
